id,sanction_id,ddo_code,vendor_id,amount,purpose_category,release_date,utilization_date,status
26031,SAN026031,DDO0177,89,747000,Infrastructure,2023-10-27,2023-11-12,utilized
26032,SAN026032,DDO0177,240,2371000,Welfare,2023-05-03,2023-05-31,utilized
26033,SAN026033,DDO0177,373,878000,Welfare,2023-06-23,2023-07-05,utilized
26034,SAN026034,DDO0177,468,635000,Maintenance,2023-06-05,2023-06-23,utilized
26035,SAN026035,DDO0177,89,1238000,Equipment,2023-05-19,2023-06-01,utilized
26036,SAN026036,DDO0177,400,1049000,Subsidies,2023-09-24,2023-10-25,utilized
26037,SAN026037,DDO0177,124,171000,Infrastructure,2023-11-12,2023-12-03,utilized
26038,SAN026038,DDO0177,194,1357000,Subsidies,2023-07-15,2023-08-21,utilized
26039,SAN026039,DDO0177,144,3570000,Infrastructure,2023-04-04,2023-04-25,utilized
26040,SAN026040,DDO0177,144,102000,Subsidies,2023-11-04,2023-11-08,utilized
26041,SAN026041,DDO0177,373,795000,Operations,2023-10-18,2023-11-17,utilized
26042,SAN026042,DDO0177,456,1789000,Procurement,2023-11-10,2023-11-30,utilized
26043,SAN026043,DDO0177,183,1817000,Infrastructure,2023-12-07,2023-12-11,utilized
26044,SAN026044,DDO0177,354,1037000,Subsidies,2023-12-20,2024-01-04,utilized
26045,SAN026045,DDO0177,354,492000,Services,2023-06-10,2023-06-23,utilized
26046,SAN026046,DDO0177,298,1297000,Subsidies,2024-12-05,2024-12-26,utilized
26047,SAN026047,DDO0177,124,642000,Procurement,2024-08-01,2024-08-09,utilized
26048,SAN026048,DDO0177,468,1213000,Infrastructure,2024-12-31,2025-01-22,utilized
26049,SAN026049,DDO0177,183,3368000,Infrastructure,2024-11-12,,paid
26050,SAN026050,DDO0177,41,1609000,Infrastructure,2024-11-16,2024-11-20,utilized
26051,SAN026051,DDO0177,307,1357000,Services,2024-10-04,,paid
26052,SAN026052,DDO0177,373,205000,Maintenance,2024-11-26,2025-01-04,utilized
26053,SAN026053,DDO0177,172,1303000,Equipment,2024-03-03,2024-03-22,utilized
26054,SAN026054,DDO0177,307,1063000,Services,2024-12-01,2025-01-06,utilized
26055,SAN026055,DDO0177,468,3188000,Procurement,2024-11-06,2024-11-26,utilized
26056,SAN026056,DDO0177,194,3786000,Operations,2024-10-12,,paid
26057,SAN026057,DDO0177,298,1602000,Infrastructure,2024-09-09,2024-09-18,utilized
26058,SAN026058,DDO0177,400,285000,Operations,2024-03-09,2024-03-26,utilized
26059,SAN026059,DDO0177,298,2267000,Construction,2024-10-21,2024-11-12,utilized
26060,SAN026060,DDO0177,368,1698000,Services,2024-09-24,2024-10-29,utilized
26061,SAN026061,DDO0177,373,2613000,Equipment,2024-06-19,2024-06-26,utilized
26062,SAN026062,DDO0177,144,1823000,Welfare,2024-12-28,2025-01-10,utilized
26063,SAN026063,DDO0177,468,428000,Construction,2024-11-22,2024-12-14,utilized
26064,SAN026064,DDO0177,368,3199000,Welfare,2024-09-05,2024-09-18,utilized
26065,SAN026065,DDO0177,172,139000,Services,2024-10-13,2024-11-17,utilized
26066,SAN026066,DDO0177,189,980000,Services,2024-05-07,2024-06-09,utilized
26067,SAN026067,DDO0177,183,332000,Services,2024-06-17,2024-06-28,utilized
26068,SAN026068,DDO0177,124,401000,Subsidies,2024-10-19,2024-11-01,utilized
26069,SAN026069,DDO0177,124,641000,Procurement,2024-11-11,2024-11-16,utilized
26070,SAN026070,DDO0177,144,1993000,Subsidies,2024-12-10,2024-12-30,utilized
26071,SAN026071,DDO0177,89,1132000,Training,2024-08-23,2024-09-14,utilized
26072,SAN026072,DDO0177,41,441000,Infrastructure,2024-11-19,2024-12-22,utilized
26073,SAN026073,DDO0177,468,727000,Maintenance,2024-12-20,2025-01-21,utilized
26074,SAN026074,DDO0177,41,212000,Subsidies,2024-09-30,,paid
26075,SAN026075,DDO0177,41,526000,Infrastructure,2024-09-02,2024-10-01,utilized
26076,SAN026076,DDO0177,240,826000,Maintenance,2024-10-30,2024-12-01,utilized
26077,SAN026077,DDO0177,89,1976000,Equipment,2024-11-02,2024-12-12,utilized
26078,SAN026078,DDO0177,456,3823000,Subsidies,2024-06-11,2024-06-26,utilized
26079,SAN026079,DDO0177,373,140000,Construction,2024-11-13,2024-11-20,utilized
26080,SAN026080,DDO0177,368,521000,Equipment,2024-11-03,2024-12-02,utilized
26081,SAN026081,DDO0177,41,1883000,Operations,2024-07-28,2024-08-09,utilized
26082,SAN026082,DDO0177,400,109000,Operations,2024-12-25,2025-01-05,utilized
26083,SAN026083,DDO0177,172,1513000,Maintenance,2024-05-26,2024-06-07,utilized
26084,SAN026084,DDO0177,127,3625000,Construction,2024-10-18,2024-10-27,utilized
26085,SAN026085,DDO0177,400,54000,Operations,2024-11-24,,paid
26086,SAN026086,DDO0177,189,208000,Subsidies,2024-07-19,2024-07-25,utilized
26087,SAN026087,DDO0177,298,1890000,Welfare,2024-07-12,2024-08-15,utilized
26088,SAN026088,DDO0177,194,2372000,Welfare,2024-05-31,2024-06-24,utilized
26089,SAN026089,DDO0177,307,685000,Operations,2024-03-25,2024-03-29,utilized
26090,SAN026090,DDO0177,298,1442000,Training,2024-12-26,2025-01-30,utilized
26091,SAN026091,DDO0177,456,2330000,Subsidies,2024-10-30,2024-11-07,utilized
26092,SAN026092,DDO0177,400,1623000,Operations,2024-06-15,2024-07-18,utilized
26093,SAN026093,DDO0177,124,2844000,Procurement,2024-12-06,2025-01-09,utilized
26094,SAN026094,DDO0177,89,1573000,Training,2024-06-04,2024-06-18,utilized
26095,SAN026095,DDO0177,124,2697000,Training,2024-12-15,2025-01-20,utilized
26096,SAN026096,DDO0177,183,959000,Welfare,2024-11-30,2024-12-24,utilized
26097,SAN026097,DDO0177,41,1606000,Welfare,2024-05-31,2024-06-22,utilized
26098,SAN026098,DDO0177,172,1473000,Procurement,2024-11-01,2024-11-08,utilized
26099,SAN026099,DDO0177,373,1247000,Welfare,2024-11-23,2024-12-19,utilized
26100,SAN026100,DDO0177,373,2059000,Construction,2024-10-21,2024-11-11,utilized
26101,SAN026101,DDO0177,400,1459000,Operations,2024-08-13,2024-08-17,utilized
26102,SAN026102,DDO0177,124,704000,Welfare,2024-12-03,2024-12-22,utilized
26103,SAN026103,DDO0177,373,796000,Subsidies,2024-12-30,2025-01-19,utilized
26104,SAN026104,DDO0177,240,857000,Maintenance,2024-07-20,2024-08-15,utilized
26105,SAN026105,DDO0177,368,2503000,Welfare,2024-06-20,2024-07-29,utilized
26106,SAN026106,DDO0177,298,4166000,Subsidies,2024-12-21,2025-01-14,utilized
26107,SAN026107,DDO0178,176,929000,Operations,2022-06-18,2022-06-27,utilized
26108,SAN026108,DDO0178,110,251000,Operations,2022-12-21,2023-01-21,utilized
26109,SAN026109,DDO0178,176,2639000,Procurement,2022-06-17,2022-07-06,utilized
26110,SAN026110,DDO0178,361,265000,Construction,2022-03-08,2022-03-12,utilized
26111,SAN026111,DDO0178,270,3049000,Equipment,2022-01-01,2022-02-02,utilized
26112,SAN026112,DDO0178,308,1930000,Training,2022-12-31,2023-02-08,utilized
26113,SAN026113,DDO0178,176,1871000,Services,2022-04-06,2022-05-09,utilized
26114,SAN026114,DDO0178,51,2875000,Infrastructure,2022-10-06,2022-10-26,utilized
26115,SAN026115,DDO0178,303,260000,Training,2022-11-18,2022-12-10,utilized
26116,SAN026116,DDO0178,232,2413000,Construction,2022-12-18,2022-12-25,utilized
26117,SAN026117,DDO0178,232,1654000,Subsidies,2022-11-25,2022-12-06,utilized
26118,SAN026118,DDO0178,361,366000,Equipment,2022-11-15,2022-12-22,utilized
26119,SAN026119,DDO0178,316,1065000,Welfare,2022-12-17,2022-12-25,utilized
26120,SAN026120,DDO0178,303,1671000,Subsidies,2022-11-06,2022-11-22,utilized
26121,SAN026121,DDO0178,270,1031000,Procurement,2022-07-01,2022-07-10,utilized
26122,SAN026122,DDO0178,176,2894000,Infrastructure,2022-11-15,2022-12-17,utilized
26123,SAN026123,DDO0178,110,1776000,Training,2022-12-26,2023-01-22,utilized
26124,SAN026124,DDO0178,308,2455000,Services,2022-12-26,2023-01-17,utilized
26125,SAN026125,DDO0178,270,3134000,Construction,2022-09-09,2022-10-18,utilized
26126,SAN026126,DDO0178,385,2842000,Infrastructure,2022-11-18,2022-12-11,utilized
26127,SAN026127,DDO0178,303,136000,Equipment,2022-01-10,2022-01-27,utilized
26128,SAN026128,DDO0178,203,2419000,Training,2022-12-27,2023-01-06,utilized
26129,SAN026129,DDO0178,110,1818000,Services,2022-11-20,2022-12-12,utilized
26130,SAN026130,DDO0178,308,546000,Subsidies,2022-08-31,2022-09-09,utilized
26131,SAN026131,DDO0178,303,3517000,Subsidies,2022-08-11,2022-09-10,utilized
26132,SAN026132,DDO0178,316,1327000,Subsidies,2022-12-22,2023-01-04,utilized
26133,SAN026133,DDO0178,385,1024000,Maintenance,2022-09-10,2022-10-12,utilized
26134,SAN026134,DDO0178,232,2431000,Maintenance,2022-03-07,2022-03-19,utilized
26135,SAN026135,DDO0178,316,146000,Procurement,2022-11-29,2022-12-21,utilized
26136,SAN026136,DDO0178,176,3781000,Procurement,2022-02-24,2022-03-13,utilized
26137,SAN026137,DDO0178,308,2454000,Equipment,2022-06-28,,paid
26138,SAN026138,DDO0178,270,2254000,Services,2022-10-19,2022-10-23,utilized
26139,SAN026139,DDO0178,203,3096000,Operations,2022-05-31,2022-06-18,utilized
26140,SAN026140,DDO0178,361,2567000,Procurement,2022-11-05,2022-11-28,utilized
26141,SAN026141,DDO0178,270,166000,Training,2022-09-14,,paid
26142,SAN026142,DDO0178,232,2488000,Training,2022-07-12,2022-07-27,utilized
26143,SAN026143,DDO0178,361,1149000,Maintenance,2022-12-23,2022-12-30,utilized
26144,SAN026144,DDO0178,316,1334000,Construction,2022-11-17,2022-12-26,utilized
26145,SAN026145,DDO0178,385,1283000,Services,2022-12-15,2023-01-12,utilized
26146,SAN026146,DDO0178,316,2688000,Subsidies,2022-08-24,2022-09-09,utilized
26147,SAN026147,DDO0178,51,1078000,Infrastructure,2023-10-05,2023-11-04,utilized
26148,SAN026148,DDO0178,308,749000,Subsidies,2023-11-15,2023-11-27,utilized
26149,SAN026149,DDO0178,303,2501000,Infrastructure,2023-05-31,2023-06-05,utilized
26150,SAN026150,DDO0178,203,1880000,Procurement,2023-04-16,2023-05-02,utilized
26151,SAN026151,DDO0178,270,1788000,Procurement,2023-06-23,2023-07-06,utilized
26152,SAN026152,DDO0178,51,1856000,Services,2023-12-09,2023-12-17,utilized
26153,SAN026153,DDO0178,110,2133000,Procurement,2023-12-26,2024-02-04,utilized
26154,SAN026154,DDO0178,110,2477000,Construction,2023-10-31,2023-11-19,utilized
26155,SAN026155,DDO0178,176,462000,Maintenance,2023-09-20,,paid
26156,SAN026156,DDO0178,303,808000,Welfare,2023-06-09,2023-07-19,utilized
26157,SAN026157,DDO0178,385,1967000,Construction,2023-09-03,2023-09-11,utilized
26158,SAN026158,DDO0178,110,3025000,Maintenance,2023-08-08,2023-08-17,utilized
26159,SAN026159,DDO0178,385,1894000,Subsidies,2023-02-18,2023-03-27,utilized
26160,SAN026160,DDO0178,303,1396000,Welfare,2023-07-05,2023-08-09,utilized
26161,SAN026161,DDO0178,110,2041000,Services,2023-01-05,2023-01-21,utilized
26162,SAN026162,DDO0178,110,2814000,Infrastructure,2023-11-20,2023-12-10,utilized
26163,SAN026163,DDO0178,316,2065000,Maintenance,2023-11-17,2023-12-06,utilized
26164,SAN026164,DDO0178,176,2023000,Equipment,2023-12-15,2024-01-08,utilized
26165,SAN026165,DDO0178,308,1106000,Maintenance,2023-04-06,2023-05-06,utilized
26166,SAN026166,DDO0178,232,1771000,Operations,2023-08-30,2023-09-18,utilized
26167,SAN026167,DDO0178,270,420000,Equipment,2023-11-05,2023-11-14,utilized
26168,SAN026168,DDO0178,385,1754000,Welfare,2023-09-15,2023-10-18,utilized
26169,SAN026169,DDO0178,176,1396000,Welfare,2023-11-09,2023-12-08,utilized
26170,SAN026170,DDO0178,361,512000,Operations,2023-12-24,2024-01-25,utilized
26171,SAN026171,DDO0178,308,1195000,Services,2023-11-04,2023-12-10,utilized
26172,SAN026172,DDO0178,203,2033000,Services,2023-02-21,2023-03-03,utilized
26173,SAN026173,DDO0178,361,2149000,Services,2023-01-06,2023-02-09,utilized
26174,SAN026174,DDO0178,51,204000,Infrastructure,2023-11-22,2023-12-31,utilized
26175,SAN026175,DDO0178,385,2643000,Procurement,2023-10-26,2023-12-04,utilized
26176,SAN026176,DDO0178,385,149000,Maintenance,2023-12-01,2023-12-07,utilized
26177,SAN026177,DDO0178,361,853000,Procurement,2023-09-23,2023-10-10,utilized
26178,SAN026178,DDO0178,110,1831000,Equipment,2023-07-04,2023-07-19,utilized
26179,SAN026179,DDO0178,203,2121000,Procurement,2023-12-27,2024-01-10,utilized
26180,SAN026180,DDO0178,385,264000,Maintenance,2023-10-22,2023-11-13,utilized
26181,SAN026181,DDO0178,316,1832000,Equipment,2023-12-07,2023-12-11,utilized
26182,SAN026182,DDO0178,110,3341000,Maintenance,2023-11-26,2024-01-05,utilized
26183,SAN026183,DDO0178,303,593000,Construction,2023-12-31,2024-01-11,utilized
26184,SAN026184,DDO0178,385,1458000,Maintenance,2023-09-13,2023-09-29,utilized
26185,SAN026185,DDO0178,176,890000,Equipment,2023-11-08,,paid
26186,SAN026186,DDO0178,232,878000,Operations,2023-08-27,2023-09-11,utilized
26187,SAN026187,DDO0178,385,515000,Equipment,2024-08-16,2024-09-05,utilized
26188,SAN026188,DDO0178,110,1299000,Procurement,2024-10-20,2024-10-26,utilized
26189,SAN026189,DDO0178,270,2151000,Subsidies,2024-12-01,2024-12-17,utilized
26190,SAN026190,DDO0178,303,105000,Subsidies,2024-11-04,2024-11-23,utilized
26191,SAN026191,DDO0178,361,1728000,Operations,2024-01-30,2024-03-08,utilized
26192,SAN026192,DDO0178,385,1178000,Services,2024-11-12,2024-12-17,utilized
26193,SAN026193,DDO0178,385,153000,Procurement,2024-11-21,2024-12-13,utilized
26194,SAN026194,DDO0178,303,2659000,Operations,2024-12-21,2024-12-28,utilized
26195,SAN026195,DDO0178,316,2629000,Welfare,2024-10-18,2024-10-24,utilized
26196,SAN026196,DDO0178,176,291000,Operations,2024-12-17,2025-01-23,utilized
26197,SAN026197,DDO0178,308,2368000,Equipment,2024-06-16,2024-07-22,utilized
26198,SAN026198,DDO0178,303,2734000,Operations,2024-10-01,2024-11-01,utilized
26199,SAN026199,DDO0178,308,3153000,Procurement,2024-08-08,2024-09-02,utilized
26200,SAN026200,DDO0178,316,468000,Welfare,2024-05-23,2024-06-26,utilized
26201,SAN026201,DDO0178,51,1266000,Training,2024-12-29,2025-01-29,utilized
26202,SAN026202,DDO0178,270,2939000,Maintenance,2024-09-30,2024-10-17,utilized
26203,SAN026203,DDO0178,303,99000,Operations,2024-10-24,2024-11-19,utilized
26204,SAN026204,DDO0178,361,1971000,Equipment,2024-07-02,2024-08-09,utilized
26205,SAN026205,DDO0178,308,2051000,Operations,2024-11-09,2024-11-20,utilized
26206,SAN026206,DDO0178,361,1621000,Maintenance,2024-09-04,2024-09-12,utilized
26207,SAN026207,DDO0178,51,570000,Subsidies,2024-07-14,2024-07-28,utilized
26208,SAN026208,DDO0178,385,1168000,Operations,2024-11-30,2025-01-08,utilized
26209,SAN026209,DDO0178,232,78000,Construction,2024-10-04,2024-11-04,utilized
26210,SAN026210,DDO0178,232,3964000,Services,2024-07-21,,paid
26211,SAN026211,DDO0178,176,805000,Operations,2024-09-07,2024-10-01,utilized
26212,SAN026212,DDO0178,203,793000,Procurement,2024-09-18,2024-10-18,utilized
26213,SAN026213,DDO0178,232,1507000,Maintenance,2024-12-22,,paid
26214,SAN026214,DDO0178,361,1421000,Construction,2024-05-23,2024-06-24,utilized
26215,SAN026215,DDO0178,303,4054000,Services,2024-03-14,2024-03-25,utilized
26216,SAN026216,DDO0178,361,3302000,Operations,2024-12-04,2024-12-31,utilized
26217,SAN026217,DDO0178,270,1906000,Infrastructure,2024-07-12,2024-07-27,utilized
26218,SAN026218,DDO0178,110,1285000,Construction,2024-11-15,2024-12-10,utilized
26219,SAN026219,DDO0178,303,218000,Construction,2024-04-29,2024-05-06,utilized
26220,SAN026220,DDO0178,385,925000,Infrastructure,2024-10-30,2024-11-04,utilized
26221,SAN026221,DDO0178,308,2861000,Maintenance,2024-10-26,,paid
26222,SAN026222,DDO0178,203,641000,Construction,2024-10-18,2024-11-23,utilized
26223,SAN026223,DDO0178,385,1063000,Infrastructure,2024-12-20,2024-12-25,utilized
26224,SAN026224,DDO0178,110,2692000,Services,2024-11-20,,paid
26225,SAN026225,DDO0178,176,2738000,Maintenance,2024-08-01,2024-09-04,utilized
26226,SAN026226,DDO0178,361,1231000,Welfare,2024-02-11,2024-02-19,utilized
26227,SAN026227,DDO0178,270,109000,Equipment,2024-12-08,2024-12-12,utilized
26228,SAN026228,DDO0178,385,3106000,Welfare,2024-11-19,2024-11-28,utilized
26229,SAN026229,DDO0178,51,886000,Subsidies,2024-01-31,2024-03-07,utilized
26230,SAN026230,DDO0178,232,2230000,Services,2024-12-02,2024-12-11,utilized
26231,SAN026231,DDO0178,176,596000,Training,2024-12-05,2025-01-03,utilized
26232,SAN026232,DDO0178,51,1776000,Equipment,2024-07-17,2024-07-28,utilized
26233,SAN026233,DDO0178,308,119000,Subsidies,2024-09-08,2024-09-23,utilized
26234,SAN026234,DDO0178,303,1216000,Welfare,2024-09-05,,paid
26235,SAN026235,DDO0178,303,478000,Services,2024-05-20,2024-05-29,utilized
26236,SAN026236,DDO0178,303,3666000,Maintenance,2024-12-26,2025-01-09,utilized
26237,SAN026237,DDO0178,270,59000,Subsidies,2024-02-12,2024-03-09,utilized
26238,SAN026238,DDO0178,203,1724000,Construction,2024-12-14,2024-12-21,utilized
26239,SAN026239,DDO0178,316,2354000,Welfare,2024-12-18,2025-01-26,utilized
26240,SAN026240,DDO0178,361,266000,Infrastructure,2024-12-23,2025-01-20,utilized
26241,SAN026241,DDO0178,176,1407000,Maintenance,2024-10-16,2024-11-08,utilized
26242,SAN026242,DDO0178,203,1840000,Equipment,2024-11-01,2024-11-17,utilized
26243,SAN026243,DDO0178,361,1106000,Infrastructure,2024-09-07,2024-09-19,utilized
26244,SAN026244,DDO0178,316,503000,Maintenance,2024-11-14,,paid
26245,SAN026245,DDO0178,110,1619000,Subsidies,2024-11-20,,paid
26246,SAN026246,DDO0178,361,1852000,Construction,2024-12-14,2025-01-02,utilized
26247,SAN026247,DDO0178,203,2026000,Procurement,2024-03-19,2024-04-15,utilized
26248,SAN026248,DDO0178,270,1558000,Welfare,2024-11-23,2024-12-21,utilized
26249,SAN026249,DDO0178,110,2423000,Welfare,2024-11-11,2024-12-18,utilized
26250,SAN026250,DDO0178,303,2631000,Procurement,2024-09-24,2024-10-17,utilized
26251,SAN026251,DDO0178,270,199000,Maintenance,2024-12-31,2025-01-20,utilized
26252,SAN026252,DDO0178,303,316000,Training,2024-02-22,2024-03-23,utilized
26253,SAN026253,DDO0179,157,1681000,Infrastructure,2022-11-29,2022-12-20,utilized
26254,SAN026254,DDO0179,303,146000,Procurement,2022-11-18,2022-12-13,utilized
26255,SAN026255,DDO0179,421,1571000,Construction,2022-10-04,2022-11-05,utilized
26256,SAN026256,DDO0179,151,563000,Construction,2022-11-30,2023-01-04,utilized
26257,SAN026257,DDO0179,6,803000,Subsidies,2022-07-06,2022-08-09,utilized
26258,SAN026258,DDO0179,157,1753000,Maintenance,2022-10-31,2022-11-16,utilized
26259,SAN026259,DDO0179,399,2130000,Equipment,2022-04-15,2022-04-22,utilized
26260,SAN026260,DDO0179,224,4197000,Infrastructure,2022-12-29,2023-01-09,utilized
26261,SAN026261,DDO0179,6,3028000,Services,2022-08-14,2022-09-14,utilized
26262,SAN026262,DDO0179,140,1286000,Operations,2022-11-18,2022-12-03,utilized
26263,SAN026263,DDO0179,365,3425000,Training,2022-10-26,,paid
26264,SAN026264,DDO0179,42,1331000,Services,2022-12-30,2023-01-31,utilized
26265,SAN026265,DDO0179,151,3855000,Subsidies,2022-11-27,2022-12-02,utilized
26266,SAN026266,DDO0179,140,1050000,Operations,2022-09-02,,paid
26267,SAN026267,DDO0179,6,1483000,Maintenance,2022-11-05,2022-11-24,utilized
26268,SAN026268,DDO0179,479,1545000,Training,2022-11-13,2022-11-26,utilized
26269,SAN026269,DDO0179,303,1138000,Welfare,2022-12-22,2023-01-10,utilized
26270,SAN026270,DDO0179,205,1565000,Infrastructure,2022-05-20,,paid
26271,SAN026271,DDO0179,6,87000,Maintenance,2022-08-20,2022-08-24,utilized
26272,SAN026272,DDO0179,205,440000,Welfare,2022-12-25,2023-01-04,utilized
26273,SAN026273,DDO0179,479,3295000,Equipment,2022-08-28,2022-09-09,utilized
26274,SAN026274,DDO0179,399,2472000,Services,2022-09-20,2022-10-23,utilized
26275,SAN026275,DDO0179,42,1871000,Subsidies,2022-12-25,2023-01-04,utilized
26276,SAN026276,DDO0179,42,898000,Welfare,2022-06-21,2022-07-23,utilized
26277,SAN026277,DDO0179,365,459000,Services,2022-09-30,,paid
26278,SAN026278,DDO0179,6,2252000,Equipment,2022-08-05,2022-08-25,utilized
26279,SAN026279,DDO0179,151,1264000,Training,2022-12-31,2023-01-24,utilized
26280,SAN026280,DDO0179,205,3655000,Training,2022-04-02,2022-05-01,utilized
26281,SAN026281,DDO0179,218,845000,Procurement,2022-04-20,2022-05-15,utilized
26282,SAN026282,DDO0179,6,1975000,Subsidies,2022-12-22,2023-01-06,utilized
26283,SAN026283,DDO0179,479,721000,Maintenance,2022-05-03,2022-05-15,utilized
26284,SAN026284,DDO0179,479,3106000,Operations,2022-11-27,2022-12-29,utilized
26285,SAN026285,DDO0179,42,203000,Training,2022-07-20,2022-08-11,utilized
26286,SAN026286,DDO0179,303,602000,Welfare,2022-10-09,2022-10-14,utilized
26287,SAN026287,DDO0179,218,2427000,Operations,2022-10-23,2022-12-02,utilized
26288,SAN026288,DDO0179,151,1418000,Training,2022-10-02,2022-10-12,utilized
26289,SAN026289,DDO0179,205,1698000,Equipment,2022-12-24,2023-01-21,utilized
26290,SAN026290,DDO0179,6,2944000,Procurement,2022-09-30,2022-11-01,utilized
26291,SAN026291,DDO0179,157,588000,Equipment,2022-08-03,2022-09-01,utilized
26292,SAN026292,DDO0179,218,1795000,Operations,2022-08-24,2022-09-01,utilized
26293,SAN026293,DDO0179,6,555000,Subsidies,2022-08-09,2022-09-12,utilized
26294,SAN026294,DDO0179,479,881000,Subsidies,2022-04-06,2022-04-14,utilized
26295,SAN026295,DDO0179,399,551000,Services,2022-10-23,2022-11-23,utilized
26296,SAN026296,DDO0179,479,2588000,Services,2022-12-17,2023-01-19,utilized
26297,SAN026297,DDO0179,365,3485000,Services,2022-03-30,,paid
26298,SAN026298,DDO0179,224,45000,Training,2022-11-01,2022-12-01,utilized
26299,SAN026299,DDO0179,399,84000,Procurement,2022-09-21,2022-10-16,utilized
26300,SAN026300,DDO0179,157,2467000,Infrastructure,2022-10-23,2022-11-11,utilized
26301,SAN026301,DDO0179,205,1171000,Infrastructure,2022-12-01,2023-01-05,utilized
26302,SAN026302,DDO0179,6,861000,Welfare,2022-08-26,2022-10-04,utilized
26303,SAN026303,DDO0179,6,1259000,Training,2022-03-19,2022-04-01,utilized
26304,SAN026304,DDO0179,445,1630000,Equipment,2022-10-28,2022-11-02,utilized
26305,SAN026305,DDO0179,479,2395000,Maintenance,2022-11-13,2022-11-19,utilized
26306,SAN026306,DDO0179,151,1253000,Services,2022-12-24,2022-12-28,utilized
26307,SAN026307,DDO0179,218,1012000,Construction,2022-03-19,2022-03-30,utilized
26308,SAN026308,DDO0179,445,2935000,Construction,2022-12-09,2022-12-28,utilized
26309,SAN026309,DDO0179,479,2814000,Maintenance,2022-10-12,,paid
26310,SAN026310,DDO0179,157,1074000,Construction,2022-12-25,2023-01-04,utilized
26311,SAN026311,DDO0179,399,3468000,Subsidies,2022-11-24,2022-12-28,utilized
26312,SAN026312,DDO0179,479,299000,Procurement,2022-05-10,2022-05-17,utilized
26313,SAN026313,DDO0179,42,561000,Maintenance,2022-03-26,2022-04-26,utilized
26314,SAN026314,DDO0179,218,941000,Subsidies,2022-04-13,2022-05-15,utilized
26315,SAN026315,DDO0179,140,1210000,Services,2022-12-07,2022-12-12,utilized
26316,SAN026316,DDO0179,140,313000,Training,2022-10-22,2022-11-27,utilized
26317,SAN026317,DDO0179,399,1988000,Procurement,2022-12-20,2023-01-22,utilized
26318,SAN026318,DDO0179,399,3727000,Operations,2022-09-19,2022-10-13,utilized
26319,SAN026319,DDO0179,205,3988000,Operations,2022-12-22,2023-01-20,utilized
26320,SAN026320,DDO0179,218,2219000,Training,2022-07-26,2022-07-30,utilized
26321,SAN026321,DDO0179,445,1134000,Operations,2022-10-28,2022-12-01,utilized
26322,SAN026322,DDO0179,42,2650000,Subsidies,2022-11-03,2022-12-03,utilized
26323,SAN026323,DDO0179,218,2106000,Procurement,2023-12-10,2024-01-14,utilized
26324,SAN026324,DDO0179,399,584000,Services,2023-09-24,2023-10-03,utilized
26325,SAN026325,DDO0179,421,1189000,Welfare,2023-12-31,,paid
26326,SAN026326,DDO0179,205,1074000,Infrastructure,2023-11-05,2023-11-27,utilized
26327,SAN026327,DDO0179,6,319000,Procurement,2023-12-06,2024-01-14,utilized
26328,SAN026328,DDO0179,6,384000,Training,2023-09-18,2023-09-24,utilized
26329,SAN026329,DDO0179,6,4062000,Subsidies,2023-12-20,2024-01-29,utilized
26330,SAN026330,DDO0179,421,1271000,Procurement,2023-05-12,2023-06-17,utilized
26331,SAN026331,DDO0179,205,1068000,Maintenance,2023-12-07,2024-01-11,utilized
26332,SAN026332,DDO0179,479,1564000,Services,2023-04-02,2023-04-14,utilized
26333,SAN026333,DDO0179,445,3098000,Infrastructure,2023-11-08,2023-11-17,utilized
26334,SAN026334,DDO0179,445,779000,Training,2023-10-04,2023-10-15,utilized
26335,SAN026335,DDO0179,218,129000,Subsidies,2023-04-13,2023-04-24,utilized
26336,SAN026336,DDO0179,6,2251000,Training,2023-08-30,2023-09-18,utilized
26337,SAN026337,DDO0179,6,776000,Services,2023-07-16,2023-07-29,utilized
26338,SAN026338,DDO0179,157,2076000,Training,2023-10-07,2023-11-12,utilized
26339,SAN026339,DDO0179,399,397000,Training,2023-11-28,2023-12-22,utilized
26340,SAN026340,DDO0179,479,495000,Equipment,2023-03-10,2023-03-16,utilized
26341,SAN026341,DDO0179,218,947000,Subsidies,2023-12-20,,paid
26342,SAN026342,DDO0179,157,370000,Procurement,2023-03-27,2023-04-23,utilized
26343,SAN026343,DDO0179,42,1103000,Training,2023-09-05,2023-10-02,utilized
26344,SAN026344,DDO0179,218,3138000,Equipment,2023-02-02,,paid
26345,SAN026345,DDO0179,140,2067000,Maintenance,2023-06-04,2023-06-12,utilized
26346,SAN026346,DDO0179,399,287000,Construction,2023-11-22,2023-12-10,utilized
26347,SAN026347,DDO0179,445,1735000,Construction,2023-12-03,2024-01-09,utilized
26348,SAN026348,DDO0179,6,2332000,Subsidies,2023-12-19,2024-01-23,utilized
26349,SAN026349,DDO0179,399,141000,Infrastructure,2023-04-17,2023-05-04,utilized
26350,SAN026350,DDO0179,224,3581000,Procurement,2023-07-25,2023-08-11,utilized
26351,SAN026351,DDO0179,205,928000,Construction,2023-06-01,2023-07-01,utilized
26352,SAN026352,DDO0179,42,1287000,Infrastructure,2023-04-27,2023-05-15,utilized
26353,SAN026353,DDO0179,151,1576000,Procurement,2023-10-20,2023-10-25,utilized
26354,SAN026354,DDO0179,303,2697000,Operations,2023-08-08,2023-08-26,utilized
