alert_id,tx_id,dept_id,alert_type,confidence_score,description,timestamp
1651,20735,27,Phantom Utilization,0.91,Transaction SAN020735 marked paid but no utilization recorded within 30 days.,2023-09-18 00:00:00
1652,20740,27,Phantom Utilization,0.87,Transaction SAN020740 marked paid but no utilization recorded within 30 days.,2023-10-02 00:00:00
1653,20759,27,Phantom Utilization,0.86,Transaction SAN020759 marked paid but no utilization recorded within 30 days.,2024-02-03 00:00:00
1654,20764,27,Phantom Utilization,0.93,Transaction SAN020764 marked paid but no utilization recorded within 30 days.,2023-08-31 00:00:00
1655,20765,27,Phantom Utilization,0.9,Transaction SAN020765 marked paid but no utilization recorded within 30 days.,2023-10-30 00:00:00
1656,20768,27,Phantom Utilization,0.91,Transaction SAN020768 marked paid but no utilization recorded within 30 days.,2024-01-15 00:00:00
1657,20797,27,Phantom Utilization,0.85,Transaction SAN020797 marked paid but no utilization recorded within 30 days.,2024-05-31 00:00:00
1658,20840,27,Phantom Utilization,0.86,Transaction SAN020840 marked paid but no utilization recorded within 30 days.,2023-02-03 00:00:00
1659,20869,27,Phantom Utilization,0.89,Transaction SAN020869 marked paid but no utilization recorded within 30 days.,2023-04-13 00:00:00
1660,20870,27,Phantom Utilization,0.86,Transaction SAN020870 marked paid but no utilization recorded within 30 days.,2023-12-14 00:00:00
1661,20876,27,Phantom Utilization,0.88,Transaction SAN020876 marked paid but no utilization recorded within 30 days.,2023-11-22 00:00:00
1662,20878,27,Phantom Utilization,0.94,Transaction SAN020878 marked paid but no utilization recorded within 30 days.,2023-06-24 00:00:00
1663,20891,27,Phantom Utilization,0.94,Transaction SAN020891 marked paid but no utilization recorded within 30 days.,2024-12-14 00:00:00
1664,20905,27,Phantom Utilization,0.88,Transaction SAN020905 marked paid but no utilization recorded within 30 days.,2024-11-17 00:00:00
1665,20906,27,Phantom Utilization,0.94,Transaction SAN020906 marked paid but no utilization recorded within 30 days.,2025-02-03 00:00:00
1666,20911,27,Phantom Utilization,0.9,Transaction SAN020911 marked paid but no utilization recorded within 30 days.,2024-08-27 00:00:00
1667,20913,27,Phantom Utilization,0.93,Transaction SAN020913 marked paid but no utilization recorded within 30 days.,2024-06-14 00:00:00
1668,20931,27,Phantom Utilization,0.84,Transaction SAN020931 marked paid but no utilization recorded within 30 days.,2024-12-02 00:00:00
1669,20932,27,Phantom Utilization,0.93,Transaction SAN020932 marked paid but no utilization recorded within 30 days.,2024-10-24 00:00:00
1670,20935,27,Phantom Utilization,0.94,Transaction SAN020935 marked paid but no utilization recorded within 30 days.,2024-06-23 00:00:00
1671,21006,27,Phantom Utilization,0.91,Transaction SAN021006 marked paid but no utilization recorded within 30 days.,2023-10-18 00:00:00
1672,21010,27,Phantom Utilization,0.85,Transaction SAN021010 marked paid but no utilization recorded within 30 days.,2024-02-02 00:00:00
1673,21014,27,Phantom Utilization,0.85,Transaction SAN021014 marked paid but no utilization recorded within 30 days.,2024-01-08 00:00:00
1674,21021,27,Phantom Utilization,0.91,Transaction SAN021021 marked paid but no utilization recorded within 30 days.,2023-11-01 00:00:00
1675,21037,27,Phantom Utilization,0.84,Transaction SAN021037 marked paid but no utilization recorded within 30 days.,2024-08-26 00:00:00
1676,21048,27,Phantom Utilization,0.93,Transaction SAN021048 marked paid but no utilization recorded within 30 days.,2025-02-02 00:00:00
1677,21054,27,Phantom Utilization,0.92,Transaction SAN021054 marked paid but no utilization recorded within 30 days.,2025-01-04 00:00:00
1678,21064,27,Phantom Utilization,0.92,Transaction SAN021064 marked paid but no utilization recorded within 30 days.,2024-03-14 00:00:00
1679,21069,27,Phantom Utilization,0.84,Transaction SAN021069 marked paid but no utilization recorded within 30 days.,2024-06-04 00:00:00
1680,21071,27,Phantom Utilization,0.92,Transaction SAN021071 marked paid but no utilization recorded within 30 days.,2024-10-09 00:00:00
1681,21089,27,Phantom Utilization,0.92,Transaction SAN021089 marked paid but no utilization recorded within 30 days.,2023-01-10 00:00:00
1682,21096,27,Phantom Utilization,0.92,Transaction SAN021096 marked paid but no utilization recorded within 30 days.,2022-04-11 00:00:00
1683,21098,27,Phantom Utilization,0.88,Transaction SAN021098 marked paid but no utilization recorded within 30 days.,2022-06-16 00:00:00
1684,21150,27,Phantom Utilization,0.88,Transaction SAN021150 marked paid but no utilization recorded within 30 days.,2023-12-27 00:00:00
1685,21181,27,Phantom Utilization,0.95,Transaction SAN021181 marked paid but no utilization recorded within 30 days.,2024-12-04 00:00:00
1686,21184,27,Phantom Utilization,0.93,Transaction SAN021184 marked paid but no utilization recorded within 30 days.,2024-10-30 00:00:00
1687,21191,27,Phantom Utilization,0.94,Transaction SAN021191 marked paid but no utilization recorded within 30 days.,2024-04-26 00:00:00
1688,21207,27,Phantom Utilization,0.94,Transaction SAN021207 marked paid but no utilization recorded within 30 days.,2024-05-22 00:00:00
1689,21215,27,Phantom Utilization,0.9,Transaction SAN021215 marked paid but no utilization recorded within 30 days.,2024-12-19 00:00:00
1690,21249,27,Phantom Utilization,0.87,Transaction SAN021249 marked paid but no utilization recorded within 30 days.,2022-07-11 00:00:00
1691,21255,27,Phantom Utilization,0.9,Transaction SAN021255 marked paid but no utilization recorded within 30 days.,2022-04-20 00:00:00
1692,21259,27,Phantom Utilization,0.91,Transaction SAN021259 marked paid but no utilization recorded within 30 days.,2023-01-13 00:00:00
1693,21282,27,Phantom Utilization,0.89,Transaction SAN021282 marked paid but no utilization recorded within 30 days.,2023-03-18 00:00:00
1694,21293,27,Phantom Utilization,0.9,Transaction SAN021293 marked paid but no utilization recorded within 30 days.,2023-12-09 00:00:00
1695,21300,27,Phantom Utilization,0.94,Transaction SAN021300 marked paid but no utilization recorded within 30 days.,2023-12-22 00:00:00
1696,21304,27,Phantom Utilization,0.88,Transaction SAN021304 marked paid but no utilization recorded within 30 days.,2023-11-14 00:00:00
1697,21345,27,Phantom Utilization,0.87,Transaction SAN021345 marked paid but no utilization recorded within 30 days.,2025-01-02 00:00:00
1698,21347,27,Phantom Utilization,0.94,Transaction SAN021347 marked paid but no utilization recorded within 30 days.,2025-01-22 00:00:00
1699,21353,27,Phantom Utilization,0.9,Transaction SAN021353 marked paid but no utilization recorded within 30 days.,2024-09-22 00:00:00
1700,21357,27,Phantom Utilization,0.85,Transaction SAN021357 marked paid but no utilization recorded within 30 days.,2025-01-18 00:00:00
1701,21365,27,Phantom Utilization,0.89,Transaction SAN021365 marked paid but no utilization recorded within 30 days.,2025-02-02 00:00:00
1702,21377,27,Phantom Utilization,0.89,Transaction SAN021377 marked paid but no utilization recorded within 30 days.,2024-12-06 00:00:00
1703,21382,27,Phantom Utilization,0.95,Transaction SAN021382 marked paid but no utilization recorded within 30 days.,2023-01-20 00:00:00
1704,21388,27,Phantom Utilization,0.9,Transaction SAN021388 marked paid but no utilization recorded within 30 days.,2023-01-23 00:00:00
1705,21392,27,Phantom Utilization,0.88,Transaction SAN021392 marked paid but no utilization recorded within 30 days.,2022-09-17 00:00:00
1706,21393,27,Phantom Utilization,0.89,Transaction SAN021393 marked paid but no utilization recorded within 30 days.,2022-11-25 00:00:00
1707,21396,27,Phantom Utilization,0.88,Transaction SAN021396 marked paid but no utilization recorded within 30 days.,2023-01-27 00:00:00
1708,21425,27,Phantom Utilization,0.91,Transaction SAN021425 marked paid but no utilization recorded within 30 days.,2022-12-26 00:00:00
1709,21436,27,Phantom Utilization,0.86,Transaction SAN021436 marked paid but no utilization recorded within 30 days.,2023-01-01 00:00:00
1710,21437,27,Phantom Utilization,0.91,Transaction SAN021437 marked paid but no utilization recorded within 30 days.,2022-11-13 00:00:00
1711,21442,27,Phantom Utilization,0.84,Transaction SAN021442 marked paid but no utilization recorded within 30 days.,2023-10-04 00:00:00
1712,21462,27,Phantom Utilization,0.92,Transaction SAN021462 marked paid but no utilization recorded within 30 days.,2023-02-10 00:00:00
1713,21464,27,Phantom Utilization,0.84,Transaction SAN021464 marked paid but no utilization recorded within 30 days.,2023-06-28 00:00:00
1714,21484,27,Phantom Utilization,0.92,Transaction SAN021484 marked paid but no utilization recorded within 30 days.,2024-04-05 00:00:00
1715,21489,27,Phantom Utilization,0.92,Transaction SAN021489 marked paid but no utilization recorded within 30 days.,2024-11-24 00:00:00
1716,21497,27,Phantom Utilization,0.95,Transaction SAN021497 marked paid but no utilization recorded within 30 days.,2024-12-15 00:00:00
1717,21518,27,Phantom Utilization,0.84,Transaction SAN021518 marked paid but no utilization recorded within 30 days.,2024-11-10 00:00:00
1718,21546,28,Phantom Utilization,0.86,Transaction SAN021546 marked paid but no utilization recorded within 30 days.,2023-01-08 00:00:00
1719,21547,28,Phantom Utilization,0.86,Transaction SAN021547 marked paid but no utilization recorded within 30 days.,2023-01-17 00:00:00
1720,21551,28,Phantom Utilization,0.85,Transaction SAN021551 marked paid but no utilization recorded within 30 days.,2022-11-22 00:00:00
1721,21552,28,Phantom Utilization,0.85,Transaction SAN021552 marked paid but no utilization recorded within 30 days.,2022-12-15 00:00:00
1722,21557,28,Phantom Utilization,0.93,Transaction SAN021557 marked paid but no utilization recorded within 30 days.,2022-03-22 00:00:00
1723,21584,28,Phantom Utilization,0.94,Transaction SAN021584 marked paid but no utilization recorded within 30 days.,2023-12-29 00:00:00
1724,21589,28,Phantom Utilization,0.94,Transaction SAN021589 marked paid but no utilization recorded within 30 days.,2023-03-31 00:00:00
1725,21604,28,Phantom Utilization,0.9,Transaction SAN021604 marked paid but no utilization recorded within 30 days.,2023-06-28 00:00:00
1726,21611,28,Phantom Utilization,0.93,Transaction SAN021611 marked paid but no utilization recorded within 30 days.,2024-02-02 00:00:00
1727,21641,28,Phantom Utilization,0.88,Transaction SAN021641 marked paid but no utilization recorded within 30 days.,2024-07-01 00:00:00
1728,21647,28,Phantom Utilization,0.93,Transaction SAN021647 marked paid but no utilization recorded within 30 days.,2025-01-09 00:00:00
1729,21659,28,Phantom Utilization,0.86,Transaction SAN021659 marked paid but no utilization recorded within 30 days.,2024-11-15 00:00:00
1730,21667,28,Phantom Utilization,0.95,Transaction SAN021667 marked paid but no utilization recorded within 30 days.,2024-04-18 00:00:00
1731,21672,28,Phantom Utilization,0.9,Transaction SAN021672 marked paid but no utilization recorded within 30 days.,2022-05-09 00:00:00
1732,21676,28,Phantom Utilization,0.9,Transaction SAN021676 marked paid but no utilization recorded within 30 days.,2023-01-25 00:00:00
1733,21685,28,Phantom Utilization,0.95,Transaction SAN021685 marked paid but no utilization recorded within 30 days.,2022-07-25 00:00:00
1734,21695,28,Phantom Utilization,0.86,Transaction SAN021695 marked paid but no utilization recorded within 30 days.,2024-01-25 00:00:00
1735,21714,28,Phantom Utilization,0.94,Transaction SAN021714 marked paid but no utilization recorded within 30 days.,2023-05-25 00:00:00
1736,21718,28,Phantom Utilization,0.86,Transaction SAN021718 marked paid but no utilization recorded within 30 days.,2023-02-16 00:00:00
1737,21721,28,Phantom Utilization,0.84,Transaction SAN021721 marked paid but no utilization recorded within 30 days.,2023-10-29 00:00:00
1738,21735,28,Phantom Utilization,0.94,Transaction SAN021735 marked paid but no utilization recorded within 30 days.,2024-10-26 00:00:00
1739,21747,28,Phantom Utilization,0.86,Transaction SAN021747 marked paid but no utilization recorded within 30 days.,2024-09-18 00:00:00
1740,21760,28,Phantom Utilization,0.92,Transaction SAN021760 marked paid but no utilization recorded within 30 days.,2024-11-24 00:00:00
1741,21770,28,Phantom Utilization,0.89,Transaction SAN021770 marked paid but no utilization recorded within 30 days.,2024-08-10 00:00:00
1742,21785,28,Phantom Utilization,0.92,Transaction SAN021785 marked paid but no utilization recorded within 30 days.,2024-03-25 00:00:00
1743,21805,28,Phantom Utilization,0.89,Transaction SAN021805 marked paid but no utilization recorded within 30 days.,2023-02-01 00:00:00
1744,21808,28,Phantom Utilization,0.84,Transaction SAN021808 marked paid but no utilization recorded within 30 days.,2022-07-10 00:00:00
1745,21826,28,Phantom Utilization,0.84,Transaction SAN021826 marked paid but no utilization recorded within 30 days.,2022-12-20 00:00:00
1746,21840,28,Phantom Utilization,0.94,Transaction SAN021840 marked paid but no utilization recorded within 30 days.,2022-05-25 00:00:00
1747,21845,28,Phantom Utilization,0.92,Transaction SAN021845 marked paid but no utilization recorded within 30 days.,2022-10-22 00:00:00
1748,21865,28,Phantom Utilization,0.89,Transaction SAN021865 marked paid but no utilization recorded within 30 days.,2023-06-22 00:00:00
1749,21873,28,Phantom Utilization,0.95,Transaction SAN021873 marked paid but no utilization recorded within 30 days.,2023-07-01 00:00:00
1750,21881,28,Phantom Utilization,0.86,Transaction SAN021881 marked paid but no utilization recorded within 30 days.,2023-10-20 00:00:00
1751,21890,28,Phantom Utilization,0.85,Transaction SAN021890 marked paid but no utilization recorded within 30 days.,2023-09-30 00:00:00
1752,21896,28,Phantom Utilization,0.95,Transaction SAN021896 marked paid but no utilization recorded within 30 days.,2023-12-14 00:00:00
1753,21915,28,Phantom Utilization,0.86,Transaction SAN021915 marked paid but no utilization recorded within 30 days.,2023-11-01 00:00:00
1754,21919,28,Phantom Utilization,0.87,Transaction SAN021919 marked paid but no utilization recorded within 30 days.,2023-10-27 00:00:00
1755,21938,28,Phantom Utilization,0.85,Transaction SAN021938 marked paid but no utilization recorded within 30 days.,2025-01-16 00:00:00
1756,21942,28,Phantom Utilization,0.95,Transaction SAN021942 marked paid but no utilization recorded within 30 days.,2024-12-14 00:00:00
1757,21963,28,Phantom Utilization,0.87,Transaction SAN021963 marked paid but no utilization recorded within 30 days.,2024-10-09 00:00:00
1758,21979,28,Phantom Utilization,0.85,Transaction SAN021979 marked paid but no utilization recorded within 30 days.,2022-12-20 00:00:00
1759,21984,28,Phantom Utilization,0.85,Transaction SAN021984 marked paid but no utilization recorded within 30 days.,2022-11-02 00:00:00
1760,21993,28,Phantom Utilization,0.9,Transaction SAN021993 marked paid but no utilization recorded within 30 days.,2023-01-12 00:00:00
1761,22034,28,Phantom Utilization,0.92,Transaction SAN022034 marked paid but no utilization recorded within 30 days.,2022-04-26 00:00:00
1762,22048,28,Phantom Utilization,0.87,Transaction SAN022048 marked paid but no utilization recorded within 30 days.,2024-01-08 00:00:00
1763,22051,28,Phantom Utilization,0.96,Transaction SAN022051 marked paid but no utilization recorded within 30 days.,2024-01-29 00:00:00
1764,22058,28,Phantom Utilization,0.85,Transaction SAN022058 marked paid but no utilization recorded within 30 days.,2023-12-12 00:00:00
1765,22067,28,Phantom Utilization,0.86,Transaction SAN022067 marked paid but no utilization recorded within 30 days.,2023-11-04 00:00:00
1766,22068,28,Phantom Utilization,0.84,Transaction SAN022068 marked paid but no utilization recorded within 30 days.,2023-06-03 00:00:00
1767,22073,28,Phantom Utilization,0.92,Transaction SAN022073 marked paid but no utilization recorded within 30 days.,2023-10-31 00:00:00
1768,22083,28,Phantom Utilization,0.95,Transaction SAN022083 marked paid but no utilization recorded within 30 days.,2023-12-17 00:00:00
1769,22091,28,Phantom Utilization,0.85,Transaction SAN022091 marked paid but no utilization recorded within 30 days.,2023-12-17 00:00:00
1770,22092,28,Phantom Utilization,0.93,Transaction SAN022092 marked paid but no utilization recorded within 30 days.,2024-01-10 00:00:00
1771,22104,28,Phantom Utilization,0.88,Transaction SAN022104 marked paid but no utilization recorded within 30 days.,2024-01-24 00:00:00
1772,22109,28,Phantom Utilization,0.9,Transaction SAN022109 marked paid but no utilization recorded within 30 days.,2025-01-18 00:00:00
1773,22117,28,Phantom Utilization,0.89,Transaction SAN022117 marked paid but no utilization recorded within 30 days.,2024-12-27 00:00:00
1774,22128,28,Phantom Utilization,0.95,Transaction SAN022128 marked paid but no utilization recorded within 30 days.,2024-10-15 00:00:00
1775,22133,28,Phantom Utilization,0.89,Transaction SAN022133 marked paid but no utilization recorded within 30 days.,2024-11-19 00:00:00
1776,22134,28,Phantom Utilization,0.87,Transaction SAN022134 marked paid but no utilization recorded within 30 days.,2024-09-29 00:00:00
1777,22140,28,Phantom Utilization,0.91,Transaction SAN022140 marked paid but no utilization recorded within 30 days.,2024-03-19 00:00:00
1778,22142,28,Phantom Utilization,0.86,Transaction SAN022142 marked paid but no utilization recorded within 30 days.,2024-12-16 00:00:00
1779,22159,28,Phantom Utilization,0.86,Transaction SAN022159 marked paid but no utilization recorded within 30 days.,2022-10-21 00:00:00
1780,22163,28,Phantom Utilization,0.87,Transaction SAN022163 marked paid but no utilization recorded within 30 days.,2022-11-13 00:00:00
1781,22170,28,Phantom Utilization,0.93,Transaction SAN022170 marked paid but no utilization recorded within 30 days.,2022-11-25 00:00:00
1782,22173,28,Phantom Utilization,0.86,Transaction SAN022173 marked paid but no utilization recorded within 30 days.,2022-05-06 00:00:00
1783,22175,28,Phantom Utilization,0.95,Transaction SAN022175 marked paid but no utilization recorded within 30 days.,2022-09-26 00:00:00
1784,22183,28,Phantom Utilization,0.89,Transaction SAN022183 marked paid but no utilization recorded within 30 days.,2022-12-30 00:00:00
1785,22191,28,Phantom Utilization,0.85,Transaction SAN022191 marked paid but no utilization recorded within 30 days.,2022-07-17 00:00:00
1786,22195,28,Phantom Utilization,0.87,Transaction SAN022195 marked paid but no utilization recorded within 30 days.,2022-10-31 00:00:00
1787,22198,28,Phantom Utilization,0.95,Transaction SAN022198 marked paid but no utilization recorded within 30 days.,2022-07-31 00:00:00
1788,22231,28,Phantom Utilization,0.85,Transaction SAN022231 marked paid but no utilization recorded within 30 days.,2023-07-22 00:00:00
1789,22282,28,Phantom Utilization,0.9,Transaction SAN022282 marked paid but no utilization recorded within 30 days.,2024-01-07 00:00:00
1790,22305,28,Phantom Utilization,0.86,Transaction SAN022305 marked paid but no utilization recorded within 30 days.,2024-09-19 00:00:00
1791,22337,28,Phantom Utilization,0.93,Transaction SAN022337 marked paid but no utilization recorded within 30 days.,2022-08-29 00:00:00
1792,22339,28,Phantom Utilization,0.85,Transaction SAN022339 marked paid but no utilization recorded within 30 days.,2022-09-15 00:00:00
1793,22362,28,Phantom Utilization,0.86,Transaction SAN022362 marked paid but no utilization recorded within 30 days.,2023-05-26 00:00:00
1794,22366,28,Phantom Utilization,0.89,Transaction SAN022366 marked paid but no utilization recorded within 30 days.,2023-12-24 00:00:00
1795,22370,28,Phantom Utilization,0.94,Transaction SAN022370 marked paid but no utilization recorded within 30 days.,2023-11-25 00:00:00
1796,22380,28,Phantom Utilization,0.87,Transaction SAN022380 marked paid but no utilization recorded within 30 days.,2023-11-12 00:00:00
1797,22383,28,Phantom Utilization,0.85,Transaction SAN022383 marked paid but no utilization recorded within 30 days.,2023-02-15 00:00:00
1798,22397,28,Phantom Utilization,0.85,Transaction SAN022397 marked paid but no utilization recorded within 30 days.,2023-02-14 00:00:00
1799,22440,28,Phantom Utilization,0.89,Transaction SAN022440 marked paid but no utilization recorded within 30 days.,2024-04-23 00:00:00
1800,22444,28,Phantom Utilization,0.85,Transaction SAN022444 marked paid but no utilization recorded within 30 days.,2024-05-17 00:00:00
1801,22448,28,Phantom Utilization,0.84,Transaction SAN022448 marked paid but no utilization recorded within 30 days.,2024-05-25 00:00:00
1802,22472,28,Phantom Utilization,0.85,Transaction SAN022472 marked paid but no utilization recorded within 30 days.,2024-06-24 00:00:00
1803,22476,28,Phantom Utilization,0.88,Transaction SAN022476 marked paid but no utilization recorded within 30 days.,2022-11-22 00:00:00
1804,22494,28,Phantom Utilization,0.91,Transaction SAN022494 marked paid but no utilization recorded within 30 days.,2022-11-14 00:00:00
1805,22512,28,Phantom Utilization,0.91,Transaction SAN022512 marked paid but no utilization recorded within 30 days.,2023-01-17 00:00:00
1806,22527,28,Phantom Utilization,0.95,Transaction SAN022527 marked paid but no utilization recorded within 30 days.,2022-10-06 00:00:00
1807,22546,28,Phantom Utilization,0.92,Transaction SAN022546 marked paid but no utilization recorded within 30 days.,2023-02-16 00:00:00
1808,22547,28,Phantom Utilization,0.85,Transaction SAN022547 marked paid but no utilization recorded within 30 days.,2023-08-07 00:00:00
1809,22561,28,Phantom Utilization,0.95,Transaction SAN022561 marked paid but no utilization recorded within 30 days.,2023-07-19 00:00:00
1810,22565,28,Phantom Utilization,0.91,Transaction SAN022565 marked paid but no utilization recorded within 30 days.,2023-04-28 00:00:00
1811,22566,28,Phantom Utilization,0.96,Transaction SAN022566 marked paid but no utilization recorded within 30 days.,2023-12-17 00:00:00
1812,22571,28,Phantom Utilization,0.87,Transaction SAN022571 marked paid but no utilization recorded within 30 days.,2023-10-31 00:00:00
1813,22576,28,Phantom Utilization,0.94,Transaction SAN022576 marked paid but no utilization recorded within 30 days.,2024-09-01 00:00:00
1814,22631,29,Phantom Utilization,0.95,Transaction SAN022631 marked paid but no utilization recorded within 30 days.,2022-10-08 00:00:00
1815,22649,29,Phantom Utilization,0.89,Transaction SAN022649 marked paid but no utilization recorded within 30 days.,2023-10-10 00:00:00
1816,22663,29,Phantom Utilization,0.91,Transaction SAN022663 marked paid but no utilization recorded within 30 days.,2023-07-04 00:00:00
1817,22668,29,Phantom Utilization,0.84,Transaction SAN022668 marked paid but no utilization recorded within 30 days.,2023-09-11 00:00:00
1818,22675,29,Phantom Utilization,0.91,Transaction SAN022675 marked paid but no utilization recorded within 30 days.,2024-01-12 00:00:00
1819,22701,29,Phantom Utilization,0.93,Transaction SAN022701 marked paid but no utilization recorded within 30 days.,2023-12-26 00:00:00
1820,22719,29,Phantom Utilization,0.91,Transaction SAN022719 marked paid but no utilization recorded within 30 days.,2024-07-22 00:00:00
1821,22733,29,Phantom Utilization,0.86,Transaction SAN022733 marked paid but no utilization recorded within 30 days.,2024-12-17 00:00:00
1822,22738,29,Phantom Utilization,0.89,Transaction SAN022738 marked paid but no utilization recorded within 30 days.,2024-08-29 00:00:00
1823,22750,29,Phantom Utilization,0.85,Transaction SAN022750 marked paid but no utilization recorded within 30 days.,2025-01-03 00:00:00
1824,22757,29,Phantom Utilization,0.87,Transaction SAN022757 marked paid but no utilization recorded within 30 days.,2024-08-02 00:00:00
1825,22759,29,Phantom Utilization,0.85,Transaction SAN022759 marked paid but no utilization recorded within 30 days.,2024-12-21 00:00:00
1826,22771,29,Phantom Utilization,0.91,Transaction SAN022771 marked paid but no utilization recorded within 30 days.,2022-07-19 00:00:00
1827,22783,29,Phantom Utilization,0.86,Transaction SAN022783 marked paid but no utilization recorded within 30 days.,2022-12-19 00:00:00
1828,22789,29,Phantom Utilization,0.86,Transaction SAN022789 marked paid but no utilization recorded within 30 days.,2023-01-30 00:00:00
1829,22809,29,Phantom Utilization,0.89,Transaction SAN022809 marked paid but no utilization recorded within 30 days.,2022-10-04 00:00:00
1830,22811,29,Phantom Utilization,0.95,Transaction SAN022811 marked paid but no utilization recorded within 30 days.,2023-01-21 00:00:00
1831,22814,29,Phantom Utilization,0.9,Transaction SAN022814 marked paid but no utilization recorded within 30 days.,2023-01-18 00:00:00
1832,22823,29,Phantom Utilization,0.85,Transaction SAN022823 marked paid but no utilization recorded within 30 days.,2023-01-11 00:00:00
1833,22839,29,Phantom Utilization,0.92,Transaction SAN022839 marked paid but no utilization recorded within 30 days.,2024-01-21 00:00:00
1834,22840,29,Phantom Utilization,0.9,Transaction SAN022840 marked paid but no utilization recorded within 30 days.,2023-05-21 00:00:00
1835,22842,29,Phantom Utilization,0.88,Transaction SAN022842 marked paid but no utilization recorded within 30 days.,2023-03-01 00:00:00
1836,22869,29,Phantom Utilization,0.94,Transaction SAN022869 marked paid but no utilization recorded within 30 days.,2024-01-30 00:00:00
1837,22872,29,Phantom Utilization,0.95,Transaction SAN022872 marked paid but no utilization recorded within 30 days.,2023-08-12 00:00:00
1838,22908,29,Phantom Utilization,0.86,Transaction SAN022908 marked paid but no utilization recorded within 30 days.,2025-01-04 00:00:00
1839,22913,29,Phantom Utilization,0.94,Transaction SAN022913 marked paid but no utilization recorded within 30 days.,2024-02-09 00:00:00
1840,22916,29,Phantom Utilization,0.86,Transaction SAN022916 marked paid but no utilization recorded within 30 days.,2025-01-18 00:00:00
1841,22927,29,Phantom Utilization,0.93,Transaction SAN022927 marked paid but no utilization recorded within 30 days.,2022-12-13 00:00:00
1842,22952,29,Phantom Utilization,0.96,Transaction SAN022952 marked paid but no utilization recorded within 30 days.,2023-01-18 00:00:00
1843,22956,29,Phantom Utilization,0.89,Transaction SAN022956 marked paid but no utilization recorded within 30 days.,2023-01-01 00:00:00
1844,22957,29,Phantom Utilization,0.92,Transaction SAN022957 marked paid but no utilization recorded within 30 days.,2022-04-05 00:00:00
1845,22995,29,Phantom Utilization,0.94,Transaction SAN022995 marked paid but no utilization recorded within 30 days.,2023-12-18 00:00:00
1846,23003,29,Phantom Utilization,0.87,Transaction SAN023003 marked paid but no utilization recorded within 30 days.,2024-01-19 00:00:00
1847,23015,29,Phantom Utilization,0.86,Transaction SAN023015 marked paid but no utilization recorded within 30 days.,2023-12-29 00:00:00
1848,23039,29,Phantom Utilization,0.95,Transaction SAN023039 marked paid but no utilization recorded within 30 days.,2024-03-13 00:00:00
1849,23042,29,Phantom Utilization,0.85,Transaction SAN023042 marked paid but no utilization recorded within 30 days.,2024-10-19 00:00:00
1850,23050,29,Phantom Utilization,0.89,Transaction SAN023050 marked paid but no utilization recorded within 30 days.,2024-06-18 00:00:00
1851,23054,29,Phantom Utilization,0.87,Transaction SAN023054 marked paid but no utilization recorded within 30 days.,2024-07-09 00:00:00
1852,23086,29,Phantom Utilization,0.85,Transaction SAN023086 marked paid but no utilization recorded within 30 days.,2024-09-10 00:00:00
1853,23091,29,Phantom Utilization,0.91,Transaction SAN023091 marked paid but no utilization recorded within 30 days.,2023-01-03 00:00:00
1854,23099,29,Phantom Utilization,0.96,Transaction SAN023099 marked paid but no utilization recorded within 30 days.,2022-10-26 00:00:00
1855,23110,29,Phantom Utilization,0.87,Transaction SAN023110 marked paid but no utilization recorded within 30 days.,2022-07-15 00:00:00
1856,23131,29,Phantom Utilization,0.91,Transaction SAN023131 marked paid but no utilization recorded within 30 days.,2022-12-10 00:00:00
1857,23155,29,Phantom Utilization,0.95,Transaction SAN023155 marked paid but no utilization recorded within 30 days.,2023-11-19 00:00:00
1858,23160,29,Phantom Utilization,0.94,Transaction SAN023160 marked paid but no utilization recorded within 30 days.,2023-09-23 00:00:00
1859,23180,29,Phantom Utilization,0.92,Transaction SAN023180 marked paid but no utilization recorded within 30 days.,2024-01-17 00:00:00
1860,23187,29,Phantom Utilization,0.9,Transaction SAN023187 marked paid but no utilization recorded within 30 days.,2024-12-06 00:00:00
1861,23203,29,Phantom Utilization,0.93,Transaction SAN023203 marked paid but no utilization recorded within 30 days.,2025-01-06 00:00:00
1862,23207,29,Phantom Utilization,0.84,Transaction SAN023207 marked paid but no utilization recorded within 30 days.,2024-05-30 00:00:00
1863,23208,29,Phantom Utilization,0.91,Transaction SAN023208 marked paid but no utilization recorded within 30 days.,2024-12-16 00:00:00
1864,23209,29,Phantom Utilization,0.84,Transaction SAN023209 marked paid but no utilization recorded within 30 days.,2024-07-16 00:00:00
1865,23212,29,Phantom Utilization,0.86,Transaction SAN023212 marked paid but no utilization recorded within 30 days.,2024-07-21 00:00:00
1866,23221,29,Phantom Utilization,0.94,Transaction SAN023221 marked paid but no utilization recorded within 30 days.,2025-01-31 00:00:00
1867,23229,29,Phantom Utilization,0.95,Transaction SAN023229 marked paid but no utilization recorded within 30 days.,2024-10-27 00:00:00
1868,23234,29,Phantom Utilization,0.88,Transaction SAN023234 marked paid but no utilization recorded within 30 days.,2024-12-13 00:00:00
1869,23237,29,Phantom Utilization,0.86,Transaction SAN023237 marked paid but no utilization recorded within 30 days.,2024-12-25 00:00:00
1870,23254,29,Phantom Utilization,0.84,Transaction SAN023254 marked paid but no utilization recorded within 30 days.,2022-07-30 00:00:00
1871,23259,29,Phantom Utilization,0.88,Transaction SAN023259 marked paid but no utilization recorded within 30 days.,2023-01-05 00:00:00
